drug,MACCS_fp,morgan_512_fp,morgan_1024_fp,pubchem_fp
Meropenem,00000000100100000001000000000000000000000000010000000000000000001000000000101001011101101111110111011000110010110000010011110001010100001101111100101111111011111100110,11000100000000000000000000000000010000100100000000000000000000000000000000010000000000000010000000000010000000000000110000000000000000000011100000000000000000000000000000000011000000000000000101000000000000001000000000000000000100000000000000000000000000000000000100001000000000000101010000000001000000000000000000100000000010100000000000001000000000000000100100100000010000000000010000100100000000000000001000000010000000111000001000000010000000001000000010000000000000100000000000010000000010000000000000010000,1100010000000000000000000000000001000000010000000000000000000000000000000000000000000000001000000000000000000000000010000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000100000000000000000010000000000000000000000000000000000010000100000000000000101000000000000000000000000000010000000001010000000000000100000000000000010000010000000000000000000000000010000000000000000100000000000000000000000100000001000000000000000001000000000000010000000000001000000001000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000010000000000000000000000000010000000000000010000000000000000000010100000000000000000000000000000000011000000000000000101000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000001000000000000000000000000000000000000000000000000000000000000000100000000010000000000010000100000000000000000000000000010000000111000000000000000000000001000000000000000000000000000000000000000000000000000000000010000,1101110001111000000111101100111000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101100000000001011000100000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000011110000001000001000000001000000000000000000000001101001111001110010111000000000001101000001000001000000000111100000000000010000010001000100000000000000001011101000001011000000000000000000000000000000000000010000000000000000100000000000000001000100000011000100000000000010010000000001001010100000111100010000010000000001000000001010001010000000000000000011010110110000000001011100000010001000000111001100000000001000000000000111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
Metronidazole,00000000000000000000000010000000000000100000000001000000100000010100001100010101101101000000001111001010100011010000101111101000001011010111001010111010010111111110110,00000000000000000000000000000000010000000000000000000000000000000000000000000000100000000000000100000000000000000000000001000000000000000010000000000000000000000000000000011000000000000010000000000000000101000000000000000010000000000000000001000000000000000000000000100000000000000000100000100001000000000000000000000000000000100000000001000000000000000000100000000000000000000011000000000000000000000000010000000000000000011001100000000100000000000000000000000000000000000100000000000000000000000000000000100001,0000000000000000000000000000000001000000000000000000000000000000000000000000000010000000000000000000000000000000000000000100000000000000000000000000000000000000000000000001100000000000000000000000000000000100000000000000001000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000001000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000010000000000000000000000000000000010000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000010000000000000000000000000000000000000000000000010000000000000000100000000000000000000000000000000000001000000000000000000000000000000000000000000100000100001000000000000000000000000000000100000000001000000000000000000000000000000000000000001000000000000000000000000010000000000000000011001000000000100000000000000000000000000000000000000000000000000000000000000000000000000,1101110001110000000110001100110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000110000000000000000000000000011110000000000000010000001000000000000000000000000000000000001110000110000011000001100010111110110000000101110001110001010010000000001010000100000000000100100010011101100111000000000000000010000000001011010001000100010010101000000010000101000000000000000001100000110000000000101000001001011000000000000000000000001000000000000001000000000000000000000000100000000000100000101001000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
Micafungin,00000000000000000000000000000000000000011001000010000111011011100101010111000001000111001111101111001010111011111111111011101111011111001111111111111111111111111111110,01000111111001000101000100000000010000000000000000000000000000000110000100000011100010000010001100001010000001000000000011000000110010001010100010010000000000000101000000001001000000110000000000000000000000100000001001001000010100000100010000000000100000000010100000101000000000000011010010001011001001000000100000110100001100001000000001000100000000101100100001110000000000011010010010010000000000000001000000000010000010011000100000110000000010000001100100010001100111000000000000100110000010000000000001010010,0100010000100100010100010000000001000000000000000000000000000000000000000000000110000000001000000000001000000000000000001100000010001000100010001001000000000000000000000000000000000010000000000000000000000000000000000100100001010000010000000000000010000000000010000010100000000000001101001000001000100100000000000010000000100000100000000000010000000010100010000100000000000000101000000001000000000000000100000000000000001000000010000000000000000000000110000000000100000000000000000010001000001000000000000100000000000011110000000000000000000000000000000000000000000000000000000110000100000011100010000000001100001000000001000000000000000000010000000010000010000000000000000101000000001001000000010000000000000000000000100000001001000000000100000000010000000000000000000010000000000000000000000010000000001001000000000000100000010100000100000000000001000100000000000100000000110000000000010000010010000000000000000000000000000010000000011000000000110000000010000000000100010000100111000000000000000100000000000000000000010010,1101110001111100000111111111111110000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001011000101100010110000000000000000011000001100000110000000000000000000000000000000000000000000000000000000000000111010100000000000000000000011110000000000001010000001000000000000000000000001101001111001110000110011110000001100011001010000110100100111101000000000110100000001010100100000011101001010111001001010010001100001000001000001000000000000010010000100010000000000010100010011000101000011011111011101100110110110000111101110110101111101000011010110101101110111001011001111001101010011110011011110110000110011001100111111001110001111111111011111111111111101100111001100000000000000000000100000000000000000000000001000000000000001100000000000000000000100000000000000000000000001000000000000000000000000000000000000000000000000000000000000000
Minocycline,00000000000000000000000000100000000000000000000000100110000000000010000010101000000011100111110101010100010010101100010000100001000101011001111111101111101011111111110,00000001000001000000000000000000010011000000011000000000001000010010000100000000000000000000001000000000000000000000000000000000001000000011101000010000000000001100110000000000000000000001000000000000000000000001001000000000000000010000000000010000000000000000000000001000100010000000000000000001000000000000010010100100000000000000000001000000000010000000100001100100010100000000010000000000000000000000000000000010001000000000001000000000000000110001000000000000100000000000000000100000000001000000000000010000,0000000000000000000000000000000001001100000000100000000000100000000000000000000000000000000000000000000000000000000000000000000000100000000110100001000000000000100001000000000000000000000000000000000000000000000000000000000000000001000000000001000000000000000000000000100010001000000000000000000000000000000001000010010000000000000000000000000000001000000010000100010000010000000000000000000000000000000000000000000000100000000000000000000000000011000100000000000000000000000000000000000000000000000000000000000000000001000001000000000000000000000000000000011000000000000000010010000100000000000000000000001000000000000000000000000000000000000000000010000000000000000000000100100000000000000000000001000000000000000000000001001000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000010000100000000000000000001000000000000000000000000100000010000000000010000000000000000000000000000000010000000000000001000000000000000000000000000000000100000000000000000100000000001000000000000010000,1101110001111000000111101100111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011000001100000100000010000000000000000000000000000000000000000000000001000000100000000000000000000000000011110000000000001000000001000000000000000000000001101011011001100000110011000000001000011001011000110100000110100000000000010000000001000100000000010101001010101001001010000000000101000001000000000000000000010000100100010000000000000100010001000000000011100111001101100110010000000100100100111001111101100101010010000101100111000010001110000000010000110011111100000000100010100100111011001000001111011111011001110111100001010111010000000010000000000000101000000000000000001101000000000000000001100000010000000000001101000000000000000001101000000000000000000000000000000000000000000000000000000000000000000
Moxifloxacin,00000000000000000000001000000000000000000010000000000000000000100100000000010001101101110111010111101100110100010100001011110111110101111111101111111011111011111111110,10001001000001000000000100000000010000000000000000000000000000010100000001000010000100000110000000000000000000001000000000000000000000000010000000100000000000000000000000000000000000010001000101000000000000000001000000000000000100100000000000000000000000000000000000000000000010000000000000000001000001001100100001100000000000100100110001100000000000001000100000010000000010101010010000000100100000000000000100000010100000010000000100000000000000000000010110000000100000100000000000010000000000000000000000010000,0000100000000000000000010000000001000000000000000000000000000000000000000000000000010000011000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000010000000000000000000100000000000000000000000000000000000000000000000000000000000000001000000000000000000000000100010010000010000000000010000001000010000000000000100010000000000000001000001000000000010000000000000000010000000010000000000000010000000000000000000001001000000010000010000000000001000000000000000000000000000010000001000001000000000000000000000000000000000000000000000000010100000001000010000000000000000000000000000000001000000000000000000000000010000000000000000000000000000000000000000000010001000001000000000000000000000000000000000100100000000000000000000000000000000000000000000000000000000000000001000000001000000001000000000000000100100001000000000000000000000000010000000000101000010000000000100000000000000000000010000000010000000000000000000000000000000100000000000000000000000000000000000000000000000000010000,1101110001111000000111101100111001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011000000000000000000000000001011000000000000000000000000000000011110001000000100000000000000000000000000000000000000000000000010110001000000100000000000000000000000000011111000000000001000000001000000000000000000000001101001011001100000110011000000011100011001011001110100000111100000000000110000000001000100000000010101001001101011001001000000000001000001000001000000000000010010100100000000000000000000010001000100000010000110101001100110010000000111001100110001111101100110011110100110110111001010101110001101010000110010011110000000100011101100011111001110001111001101011011001101100111001111000001000000000000000000100000000000001000000001000010000000000000001000000000000000000100000000000001000000001000010000000000000000000000000000000000000000000000000000000000000
Mupirocin,00000000000000001000001000000000000000000000000000100010010000000000000010001000000000000111000000110000100011000001001010010011110110001111110100110110111101011001110,01000000000001000000000000001001010000000000010001000000000000000001000100000000100000100000000010100000000000000000000100000000000000000010000010010000000001000000100000000000001000110000000000000010010000000000000000000000011100000100000000010000000000000000000100000000000000000001110000101001000000000000100100001000000000000000000000000000000000000000000000000000000000110000010001010100000000000000000000000010001101000000000000011000000000010000000000000001100000000000000000000000000010000000000001011000,0100000000000100000000000000000101000000000001000100000000000000000000000000000010000010000000001000000000000000000000010000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000001110000010000000001000000000000000000010000000000000000000100000000000000000000000000010000000000000000000000000000000000000000000000000000000000000010000000000000010000000000000000000000000000000100000000000001100000000001000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000001000100000000000000000000000000100000000000000000000000000000000000000010000010000000000001000000100000000000001000110000000000000010010000000000000000000000000000000000000000000000000000000000000000000000000000000000110000101001000000000000100000001000000000000000000000000000000000000000000000000000000000010000010001010000000000000000000000000010001100000000000000000000000000000000000000000000100000000000000000000000000010000000000001011000,1101110001111100000111100000111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010010000000000000000000000000000000000000000000000000000000000010010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011010000000000000000000001000000000000000000000001101000101001010000010000000000000100000001000001000000000000000000000000110000000001000100000000010001000001101001000001000000000000000000000000000000000000010000000000000000000000000000000001000000000010000000000000000010010000000000100010100000100100000000000100001000000000000001001010000000000000000010111000000000000000000101100100001000000111100100011101000111011001000111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
Nitrofurantoin,00000000000000000000000010000000000001000000000001001000110000010000001110010111100100000110101111001010101000110000010111101001001011011100101100101011111010110110110,00000000001100000001000000001000101010010000000000000000000000000000100100000000000000000010000000000000000000000000000100000000000000000010000010000000000000010000000000010000000000100000000010000000000100000000011000000000000000000000000001000000000000010010000000000010010000000000000000000000000000000000000000100000000000101000000001000000000000001000100000001000000000000000000000000000000000000000000000100010000000010001100000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000000000010000000000000000100010001000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000001000000000000000000000000000000000000000000000000000000000000001000000000000001001000000000000000000000000000000000000000010000000000000100000000000000000000000000010000000100000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000001000000000000001000010000000000000000000000000000100100000000000000000000000000000000000000000000000100000000000000000010000010000000000000010000000000000000000000100000000000000000000100000000011000000000000000000000000001000000000000000010000000000000000000000000000000000000000000000000000000000000000000100000000001000000000000001000000000000000000000000000000000000000000000000000000000100010000000010001000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1101110001100000000111001110111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001011000100100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000110000000000000000000000000011110000000000001110000000000000000000000000000001000000001001100000110010000000001000011000110000100100000101101000001000100010000001010100100000000101100010111001101010011000001001001001000001000000000000010110000100010000000000011111010001000000000011010111001101100110110101000110001100110101100101000010010110101101110111001101000011001001000001111110011011111001100110000100011101001100001101011110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
Norfloxacin,00000000000000000000000000000000000000000010000000000000000000100100000000010001101001110101000001101100110100010110001011110101110101111111001111111011111111111111110,00000000000001000000000100000000011000010000010000000000000001000000000000000000100000000010000000000000000000000000000000000000000000000010000000000000000000000000100000000000000000000001000001000000010000000000010000000000000000010000000000000000000000000000000000000001000000000000100000001011000000001100100000100000000000000000010001000000000000000000100000010000100000000000010000000100100000000000000100000010000000010000010100000000000000000000010110000010100000000000000000001000000010000000000000000000,0000000000000000000000010000000001100000000001000000000000000100000000000000000010000000001000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000001000000000000000001000000000000000000000000000000000000000100000000000010000000001000000000010010000010000000000000000001000000000000000000000010000000000000000000000000000000010000000000000000010000000000000000000001010000000000000000000001001000000010000000000000000000000000001000000000000000000000000000000001000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000001000001000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001001000000001000000000000000000000000000000001000000000000000000000000010000100000000000010000000000100000000000000000000010000000010000000000000000000000000000000100000010000000000000000000001000000000000000000000000000,1101110001111000000111101100110001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011110001000000100000000000000000000000000000000000000000000000000000001000000100000000000000000000000000011111000000000001000000001000000000000000000000001100000011001100000110011000000011000011001011001000100000111100000000000010000000001000100000000010101001001101011001001000000000001000001000000000000000000010010100000010000000000000000010001000100000010000100001100100110010000000100001100100001111101100100011010100110100011001010001100001100010000110010010110000000000001100100011011001110001111001100011011001101000111001111000001000000000000000000000000000000001000000001000000000000000000001000000000000000000000000000000001000000001000000000000000000000000000000000000000000000000000000000000000000
Novobiocin,00000000000000000000000100000000000000000000000000100010010000000010000010101000000010000110110100110100011000101100110010010111000101011101111111100111101111111111110,01010000000010100100000000000000010010000000001000000000000000101110100100000000100000000000011000000010000000010000001000000000100001000010100010010000000000100100000000000000000000110010000000100100001000000000001000000010000000000100000000000000001010000101010000000010000000001000000000000001000100000000000000100000000001000100110001000000000000000000100001010000000110010000010000000000000000001000000000000010001000000100000000100000010010000001000100000001000000000000000100000011000000000000000001010000,0001000000000000010000000000000001001000000000100000000000000000100000000000000010000000000000100000001000000000000000100000000010000100000010000001000000000010000000000000000000000000000000000000000000100000000000000000001000000000010000000000000000101000000001000000000000000000000000000000000000010000000000000010000000000100000001000000000000000000000010000101000000011000000001000000000000000000100000000000000000000000000000000000000001001000000100000000000100000000000000010000001100000000000000000000000001000000000010100000000000000000000000000000001000000000000000100110100100000000000000000000010000000000000000010000000000000000000000000010000010000000000000000100000000000000000000110010000000100100000000000000001000000000000000000000000000000000000000000101000000000010000000001000000000000001000000000000000000000000000000000100100001000000000000000000000000010000000000010000010000000000000000000000000000000010001000000100000000100000000000000000000100000000000000000000000000000000000000000000000001010000,1101110001111100000111101100111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011010001100000100000010000000000000000000000000000000000000000000000001000000101000000000000000000000000011110000000000001000000001000000000000000000000001100010111001011000110011000000000110011001000001110100000101100000000000110000000001000100000000010001001011101001001011000000000001000001000001000000000000010010000100000000000000000100010001000000000011000011000001100110010010001111100110111001100101000011010110101001110111010111101111011001010001110010111000100000101011001111110111001100001111101100011111100111111101100111000100000000000000000001000001000000000000000100000000000000000000100000000000000000001000001000000000000000100000000000000000000000000000000000000000000000000000000000000000000
Ofloxacin,00000000000000000000000000000000000000000010000000000000010000100100000000010001100001110100010101101100010101010101101011110101110001111111101111111110111011111111110,00000000000001100000000100000000010000000000000000000000000000000100000000000000000000000000000010000000000000001000000001000000000000000010000010100000000000000000000000000010000000000001000001000000000000010000100000000010000000000000000000000000000000000000010000000010000000000000010000000001000000001000100001100000000000000000110001000000000000000000100000010000000000000000110000011100100000000000000100000010100000010000000000010000010000000000010110000000100000000000000000001000000000000000000000010100,0000000000000010000000010000000001000000000000000000000000000000000000000000000000000000000000001000000000000000000000000100000000000000000000000010000000000000000000000000000000000000000000000000000000000001000010000000000000000000000000000000000000000000000000000000001000000000000001000000000000000000000010000010000000000000000001000000000000000000000010000000000000000000000000000000010000000000000000010000000010000000000000000000000001000000000001001000000010000000000000000000100000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000001000000001000000000000000010000010000000000000000000000000000010000000000001000001000000000000000000000000000010000000000000000000000000000000000000010000000000000000000000000000000001000000001000000001000000000000000000100001000000000000000000000000010000000000000000110000011000100000000000000000000010000000010000000000010000000000000000000100000000000000000000000000000000000000000000000000010100,1101110001111000000111101100111001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011110001011000100000010000000000000000000000000000000000000000000000001011000100000000000000000000000000011111000000000000000000001000000000000000000000001100001011001110000110011000000011100011001011001110100000110000000000000110000000001000100000000010101001001101011001001000000000001000001000001000000000000010010100100000000000000000000010001000000000010000110101001100110010000000111001100110001111101100110011110100110110111001011101111001101010001110010011100000000100011101100011111001110001111001101011011001101100111001111000001000000000000000000100000000000001000000001000010000000000000001000000000000000000100000000000001000000001000010000000000000000000000000000000000000000000000000000000000000
Oxacillin,00000000100100000001000000000000000010000000000100000000010000100110000100100001110101001100101111000010010000101000010011111101000101001101111110101111101011111111110,00000110000000000010000000000000010010000000000000000000000000001000000000100000000000000000000000010000000000000000000000000110101000001010000010000000000000000101100000000001000001000110000000000000000000000000001000000000100000000100000001000000101000010000000000000000000000000000000000001001000000000000000000100000000100000000000001000000000000000000100001100000000000000010010000010100000001000100000100000000000000011000000000000000000000000000000000000100000000010000000000000010000000000000001000010000,0000010000000000001000000000000001001000000000000000000000000000100000000000000000000000000000000000000000000000000000000000011010100000100000000000000000000000000010000000000100000100000000000000000000000000000000000000000000000000010000000000000010100001000000000000000000000000000000000000100000000000000000000010000000010000000000000000000000000000000010000110000000000000001000000001010000000000000000010000000000000000000000000000000000000000000000000000010000000001000000000000001000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000010000000000000000000000000000000000000010000010000000000000000101000000000000000000000110000000000000000000000000001000000000100000000000000001000000000000000000000000000000000000000000000000000001000000000000000000000000000100000000000001000000000000000000000000000000000000000000010000000000000001000100000100000000000000011000000000000000000000000000000000000000000000000000000000000000000000000000001000010000,1101110001111000000111101100111000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101100000000001011000101100000000000000000000000011000000000000000000000000000000000101100000000000000000000000000000000000000111000000000000000000000000011110000001000001010000001000000000000000000000001100001011001100010111011110000001001011001010001100100100111101000000000010000010001010100100000011101001011111001001011010000000001000001000000000000000000110010000100000000100000010100010011000101000011010110001001100110110100000101001100110101111101010100011010001101100111001010001110001110010000110011010110110000110001011100011001001010001111001100011001000111000001000111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
Penicillin,00000000100100000001000000000000000010000000000100000000000000000010000000100001010101001000100111000000110000111000010011110001000111001101101100101111001111111111110,00000100000000000010000000000000010010000110000000000000000001001000000000000000100000000000000000010000000000000000000000000110101000000010000000000000000000000101000000000001000001000100000000000000000000000000001000100000000000000100000001000000001000010000000000000000000000000000000000000001000000000000000000100000000001000000000001000000000000000000100000100000000000000000010000010100000000000100000100000010000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000010000,0000010000000000001000000000000001001000011000000000000000000100100000000000000010000000000000000000000000000000000000000000011010100000000000000000000000000000000000000000000100000100000000000000000000000000000000000000000000000000010000000000000000100001000000000000000000000000000000000000000000000000000000000010000000000100000000000000000000000000000010000010000000000000000000000001010000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000010000000000000000000000101000000000000000000000100000000000000000000000000001000100000000000000000000001000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000001000000000000000000000000000000000000000000010000000000000000000100000100000010000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000010000,1101110001111000000111101100111000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101100000000001011000000000000000000000000000000011000000000000000000000000000000000101100000000000000000000000000000000000000100000000000000000000000000011110000001000001000000001000000000000000000000001100001010001100010111011000000001001011001000001000100000111100000000000010000010001000100000000010001000011101001000011000000000000000001000000000000000000110000000000000000100000000100010001000100000011000100000000000100010000000101001100000001110101010000010010101001100011001010001100000000000000010010010010110000000001011100010001000000001110001100010001000100000001000111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
Piperacillin,00000000100100000001000000000000000011000000000100000010000000000010000010110101010101101111100111101000011010111010111011110001010101001111111101111111011111111111110,01000100000000000010000000000000011010000000010000000000000001001100000001000010100000010000000000010000000000000000010000000110101000000010000000000000000000000101000000000001000001000100000000000000000000100010001000100000000000000100000001000000001000010000000000000000000000000000100000000011001000000010000000100000000000000100000001000100000000000000100000110001000000000000010000010100000000000100000100000010000000010000000000000000000000000000000010000000000000000000000000000000000000000000000001010000,0100010000000000001000000000000001101000000000000000000000000000110000000000000010000001000000000000000000000000000001000000011010100000000000000000000000000000000000000000000100000100000000000000000000000000001000000010000000000000010000000000000000100001000000000000000000000000000010000000001100100000000000000010000000000000000000000000010000000000000010000011000000000000000000000001010000000000000000010000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000001000000000001000010000000000000000000010000000000000000000000000000000000000010000000000000000000000101000000000000000000000100000000000000000000100000001000000000000000000000000001000000000000000000000000000000000000000000000000000001000000000010000000000000000000000100000001000000000000000000000000000001000000000000010000000000000000000100000100000010000000010000000000000000000000000000000000000000000000000000000000000000000000000000000001010000,1101110001111000000111101110111000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101100000000001011000000000000000000000000000000011110001000000000000000000000000000101100000000000000000000000000000000000000100000000000000000000000000011110000001000001000000001000000000000000000000001100001010001100010111011000000001001011001100001000100000111100000000000010000010001000100000000010001000011101001000011000000000001000001000000000000000000110000000000000000100000000100010001000100000011000100000000100100010001000101001100000001110101010000010010101001100011001010001100000000010000110110010010111001000101011100010001000000001110001100010001000100000001000111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
Polymyxin B,00000000000000000000000000000000000000000000000000000110000000000000000000100001101010000111100101001000100010110011111011000001110111001111111100110111111111111111110,01000000101000000000000000001010010000000110000000000000000001001000000000000000101000110010001000000000000000000001011000000000100000000010000000010000010001000000000000000001000000100000000000000000000100000000001000100000100100000000000000010000000000000001000000000000000000000111000010000011000001001100100100100000110000010010000101001000000000001001110010010000000100010000010100010100000000000000010000000010000000000000000010011100000001000000001000100000101001000000000010100010000010000000000000110000,0100000000100000000000000000001001000000011000000000000000000000100000000000000010000010001000100000000000000000000101100000000010000000000000000001000000000000000000000000000100000000000000000000000000000000000000000000000000010000000000000001000000000000000100000000000000000000011100001000001000000100010000000010000001000001000000010000000000000000000110000000000000010000000000000001010000000000000000000000000000000000000000001001110000000000000000100010000000000000000000000010000000001000000000000010000000000000100000000000000000001000000000000000000000000000000001000000000000000000001000010000000000000000000000000000000000000000000000000010000000000000010001000000000000000001000000100000000000000000000100000000001000100000100100000000000000000000000000000000000000000000000000000000000000000001000000001000100100000000110000000010000001001000000000001000010010010000000000010000010100000000000000000000010000000010000000000000000010000000000001000000000000000000101001000000000010000010000000000000000000010000,1101110001111100000111111111111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000011110000000000001000000001000000000000000000000001101001111001110000110011000000001100011001000000000100000101100000000000010000000001000100000000010001000010101001000010000000000000000001000000000000000000010000000000000000000000000100010001000100000011000100000000000100010000000101001110000001101101000000011010001001100011001010001100000000000000010001010110110000000001001100010001000000001110001110010001000110000001000111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
Posaconazole,00000000000000000000000000000000000001000010000000001000010000100110000000010101100101110110001111101000001101111110111011101111111011110111101111111110111111111111110,11000000100000000000000000000100010011000001000000001000000000000001001000000000100010000000000000010010000000001000010000000000000000111111000110000000000001000000010100000101000000010001000000000000000000100000001000000000000100010101110000100000000000000001000000000000000000000001000001010011000000001000000000100000001000011000000001000000000001000000100000011000000000000010010000110000100000010000000100000010000011010100100000000000000010000000000010000001000000010000000000001000010000000000000001010000,1100000000000000000000000000010001001100000100000000000000000000000000100000000010001000000000000001001000000000100000000000000000000001110000011000000000000000000000000000010000000000000000000000000000000000000000000000000000010001010010000000000000000000000000000000000000000000000100000000001000000000000000000010000000100000000000000000000000000000000010000000100000000000001001000010000000000000000000010000000000000000010010000000000000000000000000001000000100000000000000000000100001000000000000000000000000000000100000000000000000000000000010000000000000001000000000000001000000000000000000000000000000000000000000000000010000000000000000100011000010000000000001000000010100000001000000010001000000000000000000100000001000000000000000000001010000100000000000000001000000000000000000000000000001010001000000001000000000000000000000011000000001000000000001000000000000010000000000000000000000010000100000010000000000000010000011010000000000000000000010000000000000000000000000010000000000000000000000000000000001010000,1101110001111100000111111111111001100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001011000100100010000000000000000000011110001100000110000010000000000000000000000000000000000000000000000000000000111010100000000000000000000011111000000000000100000001000000000000000000000001101011111001110000110011000000011100011011111010110100001110000100000010110000000001010101000000010001001000100001101110100000000001001001000001000000010110011000110100010100000000001111111001000000000000000111001101100100010001000111001111110001000101100010010111001100110111001011101111000001010001110110111000110000100111101100011101000001001111111000011010000111100100000111010000000010000001000000000000000000000000000000000000000000000000000000010000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
