V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100,V101,V102,V103,V104,V105,V106,V107,V108,V109,V110,V111,V112,V113,V114,V115,V116,V117,V118,V119,V120,V121,V122,V123,V124,V125
clindamycin,-0.006902785,-0.005421505,-0.003790072,-0.0007904394,0.003280811,4.288636e-05,-0.005497429,-0.005334129,-0.002020253,-0.005161131,0.005838983,0.0001488511,-2.426762e-05,0.002970111,-0.0004660178,0.004510282,0.007962052,0.002821793,-0.004263504,-0.007880076,-0.003875458,0.0007633512,-0.0001184011,-0.00290886,-0.001751596,0.007628063,-0.005107428,-0.001246719,-0.002249944,0.002226202,-0.001228064,-0.0036834208,-0.0068783914,0.0012197529,0.0075910897,-0.0028629419,-0.0021591326,0.0009138046,-0.0049603223,0.0046921559,0.0006347892,0.0031604562,-0.0065762196,0.004759769,-0.0075510806,0.0039882911,0.0046942961,0.0008843964,0.0029187712,-0.0046410947,-0.0029742415,0.0054751807,-0.0012791688,0.0073428489,-0.0002045211,-0.0059389221,0.0073146392,-0.0053863823,-0.003063783,0.0067493371,0.0028536462,0.0051628449,-0.0034837893,-0.0037610913,0.007153416,-0.0048383963,-0.0007591669,0.0080645531,-0.0063607469,-0.003537778,0.005560277,-0.0036687257,-0.0044022133,0.0080238478,0.0036666109,-0.0019946797,0.0028687664,-0.0040620575,-0.006284365,-0.0056776991,-0.0043829428,-0.0032990181,0.0040685386,0.0045463392,0.0006381508,-0.000598576,0.003629504,0.0073566358,-0.0021740736,0.0043708938,0.0035813542,0.0012451573,0.0030876144,0.00374555285,0.00789998192,0.00352462567,0.00449704984,-0.0071645421,-0.00383989164,-0.00648112036,-0.00159761216,-0.00368984137,2.10202925e-05,-0.00104387617,0.0067658117,0.00704683084,0.00291904248,0.00360058225,0.00376725476,-0.00698589254,0.000105237246,-0.00360003975,-0.00258721691,-0.00493954681,-0.00209838455,0.00683693215,-0.00313508674,0.00714567117,-0.00632757414,-0.00502952747,0.00520525826,-0.00506862719,0.00753086666,0.00528522534
ertapenem,-0.006868001,-0.005394186,-0.003770974,-0.0007864563,0.003264279,4.267025e-05,-0.005469727,-0.005307251,-0.002010073,-0.005135125,0.00580956,0.000148101,-2.414533e-05,0.002955145,-0.0004636694,0.004487554,0.007921928,0.002807574,-0.004242022,-0.007840367,-0.003855929,0.0007595046,-0.0001178045,-0.002894202,-0.00174277,0.007589625,-0.00508169,-0.001240437,-0.002238605,0.002214984,-0.001221875,-0.0036648593,-0.0068437313,0.0012136066,0.007552838,-0.0028485158,-0.0021482531,0.0009091999,-0.0049353261,0.0046685119,0.0006315904,0.0031445301,-0.0065430794,0.0047357832,-0.0075130286,0.0039681927,0.00467064,0.0008799397,0.0029040626,-0.0046177097,-0.0029592535,0.0054475912,-0.0012727232,0.0073058461,-0.0002034905,-0.0059089949,0.0072777802,-0.0053592394,-0.0030483445,0.0067153275,0.0028392659,0.0051368284,-0.0034662343,-0.0037421398,0.0071173673,-0.0048140162,-0.0007553415,0.0080239158,-0.0063286945,-0.0035199507,0.0055322582,-0.0036502392,-0.0043800268,0.0079834107,0.0036481351,-0.0019846277,0.0028543093,-0.0040415884,-0.0062526977,-0.0056490875,-0.0043608588,-0.0032823945,0.0040480359,0.0045234282,0.0006349352,-0.0005955595,0.0036112142,0.0073195649,-0.0021631187,0.004348868,0.0035633072,0.0012388831,0.0030720548,0.0037266784,0.0078601716,0.0035068642,0.004474388,-0.0071284394,-0.0038205413,-0.0064484603,-0.0015895615,-0.0036712477,2.0914365e-05,-0.0010386155,0.0067317165,0.0070113195,0.0029043334,0.0035824394,0.0037482721,-0.0069506895,0.00010470694,-0.0035818983,-0.0025741793,-0.004914654,-0.0020878101,0.0068024797,-0.0031192889,0.0071096639,-0.0062956885,-0.0050041825,0.0051790318,-0.0050430857,0.0074929157,0.0052585918
chloramphenicol,-0.006649421,-0.005222512,-0.00365096,-0.0007614269,0.00316039,4.131224e-05,-0.00529565,-0.005138341,-0.0019461,-0.004971695,0.005624667,0.0001433876,-2.337688e-05,0.002861095,-0.0004489128,0.004344735,0.007669808,0.002718221,-0.004107016,-0.007590841,-0.003733212,0.000735333,-0.0001140553,-0.002802093,-0.001687305,0.00734808,-0.004919962,-0.001200959,-0.00216736,0.00214449,-0.001182988,-0.0035482224,-0.0066259243,0.0011749828,0.0073124631,-0.0027578599,-0.0020798831,0.000880264,-0.0047782557,0.0045199329,0.0006114895,0.0030444528,-0.0063348426,0.0045850631,-0.0072739217,0.0038419017,0.0045219935,0.0008519351,0.0028116393,-0.0044707474,-0.0028650735,0.005274218,-0.0012322178,0.0070733326,-0.0001970142,-0.0057209358,0.0070461584,-0.0051886779,-0.0029513284,0.0065016067,0.0027489043,0.0049733454,-0.0033559189,-0.0036230432,0.0068908534,-0.0046608066,-0.0007313021,0.00776855,-0.0061272793,-0.0034079254,0.0053561898,-0.0035340679,-0.0042406302,0.0077293338,0.0035320302,-0.0019214657,0.0027634688,-0.0039129611,-0.006053701,-0.0054693017,-0.0042220708,-0.0031779294,0.0039192047,0.0043794671,0.0006147279,-0.0005766055,0.0034962846,0.0070866141,-0.0020942756,0.0042104623,0.0034499029,0.0011994545,0.002974285,0.0036080731,0.007610017,0.0033952559,0.0043319874,-0.0069015715,-0.0036989502,-0.0062432336,-0.0015389727,-0.0035544075,2.0248752e-05,-0.0010055611,0.0065174755,0.0067881793,0.0028119008,0.0034684252,0.0036289794,-0.006729478,0.00010137457,-0.0034679021,-0.0024922539,-0.0047582421,-0.0020213644,0.0065859859,-0.0030200151,0.006883394,-0.0060953232,-0.0048449216,0.0050142035,-0.0048825867,0.0072544487,0.0050912327
cefixime,-0.006732505,-0.005287767,-0.003696578,-0.0007709407,0.003199879,4.182843e-05,-0.005361817,-0.005202545,-0.001970417,-0.005033817,0.005694947,0.0001451792,-2.366897e-05,0.002896844,-0.0004545219,0.004399021,0.00776564,0.002752185,-0.004158333,-0.007685687,-0.003779858,0.0007445207,-0.0001154804,-0.002837104,-0.001708387,0.007439892,-0.004981435,-0.001215965,-0.002194441,0.002171286,-0.001197769,-0.0035925563,-0.0067087146,0.0011896638,0.0074038315,-0.0027923186,-0.0021058707,0.0008912628,-0.00483796,0.0045764092,0.00061913,0.0030824933,-0.0064139958,0.0046423529,-0.0073648086,0.0038899062,0.0045784963,0.00086258,0.00284677,-0.0045266086,-0.0029008724,0.0053401184,-0.0012476142,0.0071617137,-0.0001994759,-0.0057924194,0.0071341996,-0.0052535105,-0.0029882051,0.0065828441,0.0027832524,0.0050354875,-0.0033978506,-0.0036683129,0.0069769532,-0.0047190436,-0.0007404397,0.0078656171,-0.0062038386,-0.003450508,0.0054231151,-0.0035782249,-0.004293615,0.007825911,0.0035761627,-0.0019454743,0.0027979985,-0.0039618537,-0.0061293412,-0.0055376394,-0.0042748251,-0.0032176378,0.0039681741,0.0044341888,0.000622409,-0.0005838101,0.0035399706,0.0071751601,-0.0021204429,0.0042630713,0.0034930089,0.0012144418,0.0030114485,0.0036531561,0.0077051027,0.003437679,0.0043861149,-0.0069878069,-0.0037451682,-0.0063212411,-0.0015582019,-0.0035988195,2.0501757e-05,-0.0010181252,0.0065989103,0.0068729967,0.0028470359,0.0035117622,0.0036743239,-0.0068135615,0.00010264125,-0.0035112326,-0.002523395,-0.0048176963,-0.0020466212,0.0066682766,-0.0030577495,0.0069694002,-0.0061714835,-0.0049054595,0.005076855,-0.0049435939,0.0073450916,0.0051548476
amphotericin b,-0.009545113,-0.007496814,-0.005240882,-0.001093013,0.00453668,5.930294e-05,-0.007601802,-0.007375989,-0.00279359,-0.007136771,0.008074103,0.0002058301,-3.355706e-05,0.004107048,-0.0006444055,0.006236783,0.01100986,0.003901954,-0.005895544,-0.01089651,-0.005358953,0.001055556,-0.0001637241,-0.004022349,-0.002422092,0.01054802,-0.007062511,-0.001723953,-0.003111204,0.003078375,-0.001698156,-0.0050934027,-0.0095113888,0.0016866648,0.0104969013,-0.003958852,-0.0029856311,0.0012636022,-0.006859092,0.0064882776,0.000877781,0.0043702545,-0.0090935398,0.0065817656,-0.0104415705,0.0055149752,0.0064912359,0.0012229362,0.004036054,-0.0064176726,-0.0041127587,0.007571036,-0.0017688241,0.0101536307,-0.0002828101,-0.0082122907,0.0101146214,-0.0074482453,-0.0042365743,0.0093329288,0.0039459993,0.0071391398,-0.0048173568,-0.0052008079,0.0098916851,-0.0066904957,-0.0010497695,0.0111516044,-0.0087955892,-0.0048920121,0.0076887053,-0.0050730859,-0.0060873427,0.0110953115,0.0050701592,-0.0027582264,0.003966908,-0.0056169797,-0.0086899726,-0.0078510791,-0.0060607009,-0.0045618541,0.0056259423,0.0062866379,0.0008824298,-0.0008277062,0.0050188499,0.0101726996,-0.0030062923,0.0060440404,0.0049522696,0.0017217933,0.0042695277,0.00517931813,0.010924031,0.0048738257,0.0062184846,-0.00990706775,-0.00530977175,-0.00896203797,-0.00220916583,-0.00510228425,2.90666849e-05,-0.00144346326,0.00935571175,0.00974430144,0.00403642887,0.00497885514,0.00520932954,-0.0096600363,0.000145521291,-0.00497810543,-0.00357758254,-0.00683036586,-0.00290162931,0.00945405103,-0.00433517108,0.00988097582,-0.00874971692,-0.00695479056,0.00719778799,-0.00700885803,0.0104136169,0.00730836578
teicoplanin,-0.01966845,-0.01544776,-0.01079924,-0.00225224,0.009348175,0.0001221983,-0.0156641,-0.01519879,-0.005756403,-0.01470587,0.01663731,0.0004241286,-6.914687e-05,0.008462889,-0.001327846,0.01285136,0.02268666,0.008040277,-0.01214822,-0.02245309,-0.01104253,0.002175054,-0.0003373662,-0.008288356,-0.00499091,0.02173501,-0.01455283,-0.003552336,-0.006410878,0.006343223,-0.00349918,-0.0104953507,-0.0195989441,0.0034755042,0.021629665,-0.0081575233,-0.0061521246,0.0026037477,-0.0141336955,0.0133695928,0.0018087364,0.009005242,-0.0187379457,0.0135622397,-0.0215156674,0.0113640241,0.0133756874,0.0025199535,0.0083166016,-0.0132241016,-0.0084746564,0.0156006925,-0.0036447975,0.0209223405,-0.0005827522,-0.0169220641,0.0208419673,-0.0153476847,-0.0087297903,0.0192312188,0.0081310375,0.0147107476,-0.009926528,-0.010716666,0.020382578,-0.013786278,-0.002163132,0.022978732,-0.018123988,-0.010080366,0.015843162,-0.010453482,-0.012543442,0.022862736,0.010447454,-0.005683537,0.008174112,-0.011574213,-0.017906338,-0.01617774,-0.012488525,-0.009400054,0.011592681,0.012954113,0.001818315,-0.001705553,0.010341728,0.020961611,-0.006194693,0.012454209,0.010204524,0.003547887,0.008797686,0.0106723839,0.022509804,0.0100428853,0.0128136612,-0.0204142798,-0.0109411869,-0.01846697,-0.00455215387,-0.0105136456,5.98941697e-05,-0.00297436607,0.0192781538,0.0200788639,0.00831736997,0.0102593228,0.0107342182,-0.0199052356,0.000299857697,-0.0102577731,-0.00737188617,-0.0140744876,-0.00597902946,0.0194808003,-0.00893295184,0.0203605033,-0.0180294719,-0.0143308705,0.014831597,-0.0144422958,0.0214580614,0.0150594506
gentamicin,-0.006984111,-0.00548538,-0.003834725,-0.0007997521,0.003319465,4.339164e-05,-0.005562198,-0.005396973,-0.002044055,-0.005221939,0.005907778,0.0001506048,-2.455352e-05,0.003005105,-0.0004715082,0.004563422,0.00805586,0.00285504,-0.004313737,-0.007972913,-0.003921119,0.0007723448,-0.0001197961,-0.002943131,-0.001772233,0.007717934,-0.005167601,-0.001261407,-0.002276452,0.00225243,-0.001242532,-0.003726817,-0.0069594313,0.0012341243,0.0076805246,-0.0028966723,-0.0021845717,0.0009245708,-0.0050187623,0.0047474392,0.0006422681,0.0031976921,-0.0066536982,0.0048158458,-0.0076400456,0.0040352806,0.0047496022,0.000894816,0.0029531599,-0.0046957755,-0.0030092834,0.0055396887,-0.0012942401,0.0074293613,-0.0002069307,-0.0060088928,0.0074008186,-0.0054498431,-0.0030998799,0.0068288576,0.0028872672,0.0052236714,-0.0035248348,-0.0038054048,0.0072376947,-0.0048954012,-0.0007681112,0.0081595741,-0.0064356877,-0.003579458,0.0056257881,-0.0037119503,-0.0044540763,0.0081183817,0.0037098101,-0.0020181807,0.0029025648,-0.0041099153,-0.006358406,-0.0057445923,-0.0044345818,-0.0033378867,0.0041164742,0.0045999018,0.0006456696,-0.0006056281,0.0036722647,0.0074433098,-0.002199688,0.0044223908,0.0036235503,0.0012598273,0.0031239926,0.0037896805,0.0079930536,0.003566151,0.0045500323,-0.0072489539,-0.0038851323,-0.0065574772,-0.0016164347,-0.0037333141,2.1267946e-05,-0.0010561744,0.0068455236,0.0071298541,0.0029534339,0.0036430035,0.0038116404,-0.0070681986,0.00010647712,-0.0036424543,-0.0026176982,-0.0049977428,-0.0021231077,0.0069174822,-0.0031720239,0.0072298609,-0.0064021228,-0.0050887857,0.0052665849,-0.005128345,0.0076195933,0.0053474917
5-fluorocytosine,-0.006641681,-0.005216432,-0.003646709,-0.0007605405,0.003156712,4.126415e-05,-0.005289485,-0.00513236,-0.001943835,-0.004965908,0.00561812,0.0001432207,-2.334967e-05,0.002857765,-0.0004483903,0.004339678,0.00766088,0.002715058,-0.004102235,-0.007582005,-0.003728866,0.0007344769,-0.0001139225,-0.002798831,-0.00168534,0.007339526,-0.004914234,-0.001199561,-0.002164837,0.002141994,-0.001181611,-0.0035440919,-0.006618212,0.0011736149,0.0073039513,-0.0027546491,-0.0020774622,0.0008792393,-0.0047726934,0.0045146709,0.0006107779,0.0030409098,-0.0063274689,0.0045797252,-0.0072654546,0.0038374299,0.0045167301,0.0008509436,0.0028083664,-0.0044655432,-0.0028617384,0.0052680778,-0.0012307835,0.0070650997,-0.0001967849,-0.0057142773,0.0070379572,-0.0051826374,-0.0029478937,0.0064940383,0.0027457047,0.0049675563,-0.0033520127,-0.0036188259,0.0068828319,-0.0046553817,-0.0007304509,0.0077595063,-0.0061201467,-0.0034039589,0.0053499551,-0.0035299535,-0.0042356947,0.0077203368,0.0035279193,-0.0019192293,0.0027602524,-0.0039084065,-0.0060466542,-0.0054629352,-0.0042171557,-0.0031742305,0.0039146426,0.00437437,0.0006140124,-0.0005759344,0.0034922152,0.007078364,-0.0020918373,0.0042055622,0.0034458872,0.0011980584,0.0029708231,0.0036038738,0.0076011587,0.0033913036,0.0043269447,-0.0068935384,-0.0036946442,-0.006235966,-0.0015371812,-0.0035502701,2.0225183e-05,-0.0010043905,0.0065098894,0.0067802784,0.0028086279,0.0034643877,0.0036247559,-0.0067216451,0.00010125657,-0.0034638653,-0.0024893533,-0.0047527035,-0.0020190114,0.0065783197,-0.0030164996,0.0068753813,-0.0060882289,-0.0048392825,0.0050083674,-0.0048769033,0.0072460053,0.0050853067
tetracycline,-0.006894982,-0.005415379,-0.003785788,-0.000789546,0.003277103,4.28379e-05,-0.005491216,-0.0053281,-0.002017969,-0.005155298,0.005832385,0.0001486829,-2.424018e-05,0.002966755,-0.000465491,0.004505186,0.007953052,0.002818605,-0.004258688,-0.007871169,-0.003871078,0.0007624886,-0.0001182673,-0.002905573,-0.001749616,0.007619441,-0.005101654,-0.00124531,-0.0022474,0.002223685,-0.001226676,-0.0036792574,-0.0068706186,0.0012183745,0.0075825104,-0.0028597061,-0.0021566916,0.0009127718,-0.0049547162,0.0046868529,0.0006340716,0.003156885,-0.0065687867,0.0047543868,-0.0075425464,0.0039837812,0.0046889884,0.0008833968,0.0029154725,-0.0046358514,-0.0029708794,0.0054689934,-0.0012777236,0.0073345499,-0.0002042899,-0.0059322086,0.0073063737,-0.0053802948,-0.0030603213,0.00674171,0.0028504212,0.0051570097,-0.0034798521,-0.0037568416,0.0071453303,-0.0048329285,-0.0007583088,0.0080554411,-0.0063535585,-0.0035337792,0.0055539911,-0.0036645799,-0.0043972367,0.0080147767,0.003662467,-0.001992425,0.0028655229,-0.004057467,-0.0062772632,-0.0056712818,-0.0043779896,-0.0032952896,0.0040639387,0.0045412006,0.0006374298,-0.0005978993,0.0036254018,0.0073483204,-0.0021716168,0.0043659541,0.0035773078,0.0012437501,0.0030841245,0.0037413181,0.0078910533,0.0035206422,0.0044919648,-0.0071564452,-0.0038355514,-0.0064737936,-0.0015958066,-0.0036856714,2.0996531e-05,-0.0010426959,0.0067581641,0.0070388657,0.002915744,0.0035965126,0.0037629979,-0.0069779963,0.00010511832,-0.0035959701,-0.0025842926,-0.004933964,-0.0020960129,0.0068292036,-0.0031315433,0.0071375961,-0.006320423,-0.0050238431,0.005199376,-0.0050628986,0.0075223534,0.0052792518
quinolones,-0.006681638,-0.005247815,-0.003668648,-0.000765116,0.003175702,4.151239e-05,-0.005321307,-0.005163237,-0.001955529,-0.004995783,0.00565192,0.0001440823,-2.349014e-05,0.002874957,-0.0004510878,0.004365786,0.007706969,0.002731391,-0.004126915,-0.007627619,-0.0037513,0.0007388956,-0.0001146079,-0.002815669,-0.00169548,0.007383681,-0.004943799,-0.001206778,-0.002177861,0.00215488,-0.001188719,-0.0035654134,-0.0066580279,0.0011806753,0.007347892,-0.0027712218,-0.0020899598,0.0008845288,-0.0048014056,0.004541832,0.0006144523,0.0030592035,-0.0063655344,0.0046072779,-0.0073091644,0.0038605165,0.0045439028,0.0008560627,0.0028252618,-0.0044924086,-0.0028789551,0.0052997703,-0.0012381878,0.0071076038,-0.0001979688,-0.0057486543,0.0070802984,-0.0052138167,-0.0029656279,0.0065331073,0.0027622234,0.004997442,-0.0033721784,-0.003640597,0.0069242395,-0.0046833898,-0.0007348454,0.0078061884,-0.0061569661,-0.003424437,0.0053821406,-0.00355119,-0.0042611775,0.0077667832,0.003549143,-0.0019307755,0.0027768582,-0.0039319205,-0.0060830321,-0.0054958006,-0.0042425268,-0.0031933265,0.0039381934,0.0044006859,0.0006177064,-0.0005793992,0.0035132244,0.0071209478,-0.0021044223,0.0042308629,0.0034666178,0.0012052661,0.0029886956,0.0036255552,0.007646888,0.0034117063,0.0043529756,-0.0069350097,-0.0037168714,-0.006273482,-0.0015464288,-0.0035716288,2.0346859e-05,-0.0010104331,0.0065490529,0.0068210689,0.0028255247,0.0034852298,0.0036465621,-0.0067620822,0.00010186576,-0.0034847041,-0.0025043294,-0.004781296,-0.0020311582,0.0066178944,-0.0030346466,0.0069167446,-0.006124855,-0.0048683956,0.0050384966,-0.0049062422,0.0072895973,0.0051159007
amoxicillin,-0.006707313,-0.00526798,-0.003682745,-0.0007680558,0.003187905,4.167192e-05,-0.005341754,-0.005183077,-0.001963043,-0.005014979,0.005673635,0.0001446359,-2.358041e-05,0.002886005,-0.0004528211,0.004382561,0.007736582,0.002741887,-0.004142773,-0.007656928,-0.003765714,0.0007417348,-0.0001150483,-0.002826488,-0.001701995,0.007412053,-0.004962795,-0.001211415,-0.00218623,0.00216316,-0.001193287,-0.0035791143,-0.0066836113,0.0011852125,0.0073761269,-0.0027818696,-0.0020979913,0.0008879277,-0.004819857,0.0045592841,0.0006168134,0.0030709594,-0.0063899937,0.004624981,-0.0073372507,0.0038753503,0.0045613632,0.0008593523,0.0028361182,-0.0045096716,-0.0028900171,0.0053201346,-0.0012429457,0.0071349139,-0.0001987295,-0.0057707448,0.0071075056,-0.0052338513,-0.0029770241,0.0065582101,0.0027728374,0.0050166431,-0.0033851359,-0.0036545861,0.0069508455,-0.0047013843,-0.0007376689,0.0078361826,-0.006180624,-0.0034375954,0.0054028211,-0.0035648351,-0.0042775506,0.0077966265,0.003562781,-0.0019381946,0.0027875279,-0.003947028,-0.0061064051,-0.0055169198,-0.0042588287,-0.0032055974,0.003953326,0.0044175954,0.0006200799,-0.0005816254,0.0035267242,0.0071483101,-0.0021125087,0.0042471196,0.003479938,0.0012098973,0.0030001798,0.00363948569,0.00767627172,0.00342481537,0.00436970266,-0.00696165767,-0.00373115367,-0.00629758742,-0.00155237108,-0.00358535326,2.04250464e-05,-0.00101431564,0.0065742177,0.00684727868,0.00283638155,0.00349862198,0.00366057409,-0.00678806659,0.000102257167,-0.00349809392,-0.00251395209,-0.00479966775,-0.00203896267,0.00664332462,-0.00304630748,0.00694332179,-0.00614839047,-0.00488710171,0.00505785877,-0.00492509501,0.00731760729,0.00513555808
doxycycline,-0.006883183,-0.005406111,-0.00377931,-0.0007881949,0.003271494,4.276458e-05,-0.005481818,-0.005318983,-0.002014516,-0.005146477,0.005822404,0.0001484284,-2.41987e-05,0.002961678,-0.0004646945,0.004497477,0.007939441,0.002813782,-0.0042514,-0.007857698,-0.003864454,0.0007611838,-0.0001180649,-0.002900601,-0.001746622,0.007606404,-0.005092923,-0.001243179,-0.002243554,0.00221988,-0.001224576,-0.0036729611,-0.0068588615,0.0012162899,0.0075695361,-0.0028548124,-0.0021530017,0.00091121,-0.0049462365,0.0046788328,0.0006329866,0.0031514817,-0.0065575456,0.0047462517,-0.0075296373,0.0039769653,0.004680966,0.000881885,0.0029104836,-0.0046279188,-0.0029657953,0.0054596332,-0.0012755365,0.0073219971,-0.0002039403,-0.0059220577,0.0072938693,-0.0053710882,-0.0030550843,0.0067301723,0.0028455437,0.005148184,-0.0034738979,-0.0037504125,0.0071331025,-0.0048246589,-0.0007570114,0.0080416575,-0.0063426862,-0.0035277321,0.0055444874,-0.0036583086,-0.0043897121,0.0080010593,0.0036562001,-0.0019890154,0.0028606202,-0.0040505235,-0.0062665199,-0.0056615761,-0.004370498,-0.0032896507,0.0040569841,0.0045334287,0.0006363389,-0.0005968764,0.0036191973,0.0073357457,-0.0021678996,0.0043584825,0.0035711851,0.0012416217,0.0030788472,0.0037349164,0.0078775473,0.0035146172,0.0044842777,-0.0071441983,-0.0038289879,-0.0064627156,-0.0015930757,-0.0036793638,2.0960606e-05,-0.0010409119,0.006746599,0.0070268204,0.0029107537,0.0035903584,0.0037565583,-0.0069660535,0.00010493844,-0.0035898164,-0.0025798699,-0.0049255192,-0.0020924257,0.0068175178,-0.0031261842,0.0071253809,-0.0063096066,-0.005015247,0.0051904786,-0.0050542355,0.0075094812,0.0052702161
cefepime,-0.006854415,-0.005383514,-0.003763515,-0.0007849007,0.003257821,4.258584e-05,-0.005458907,-0.00529675,-0.002006096,-0.005124966,0.005798067,0.000147808,-2.409757e-05,0.0029493,-0.0004627523,0.004478677,0.007906258,0.002802021,-0.00423363,-0.007824858,-0.003848302,0.0007580021,-0.0001175715,-0.002888477,-0.001739322,0.007574613,-0.005071638,-0.001237983,-0.002234178,0.002210602,-0.001219458,-0.0036576095,-0.006830194,0.0012112061,0.0075378977,-0.0028428815,-0.0021440035,0.0009074014,-0.0049255635,0.0046592769,0.000630341,0.0031383093,-0.0065301377,0.0047264141,-0.0074981693,0.0039603435,0.0046614008,0.0008781993,0.0028983187,-0.0046085767,-0.0029534006,0.0054368149,-0.0012702057,0.0072913952,-0.000203088,-0.0058973045,0.0072633834,-0.0053486396,-0.0030423142,0.0067020445,0.0028336502,0.0051266681,-0.0034593784,-0.0037347374,0.0071032885,-0.0048044929,-0.0007538474,0.0080080451,-0.0063161771,-0.0035129872,0.0055213147,-0.0036430182,-0.0043713627,0.0079676183,0.0036409185,-0.0019807017,0.0028486629,-0.004033593,-0.0062403311,-0.0056379139,-0.004352232,-0.0032759008,0.0040400298,0.0045144819,0.0006336793,-0.0005943816,0.0036040712,0.0073050847,-0.0021588386,0.0043402668,0.003556259,0.0012364323,0.0030659793,0.0037193059,0.007844625,0.0034999277,0.0044655367,-0.0071143382,-0.0038129839,-0.0064357049,-0.001586417,-0.0036639858,2.0873003e-05,-0.0010365616,0.0067184009,0.0069974512,0.0028985883,0.003575353,0.0037408569,-0.0069369394,0.00010449983,-0.0035748123,-0.0025690873,-0.0049049342,-0.0020836804,0.0067890235,-0.0031131178,0.0070956,-0.0062832348,-0.0049942853,0.0051687853,-0.0050331112,0.0074780942,0.005248189
cefazolin,-0.006725702,-0.005282424,-0.003692843,-0.0007701618,0.003196646,4.178617e-05,-0.005356399,-0.005197288,-0.001968426,-0.005028731,0.005689193,0.0001450325,-2.364506e-05,0.002893918,-0.0004540626,0.004394577,0.007757796,0.002749404,-0.004154131,-0.007677922,-0.003776038,0.0007437686,-0.0001153637,-0.002834237,-0.001706661,0.007432376,-0.004976403,-0.001214736,-0.002192224,0.002169091,-0.001196559,-0.0035889274,-0.0067019365,0.001188462,0.0073963516,-0.0027894974,-0.0021037431,0.0008903623,-0.004833072,0.0045717843,0.0006185045,0.003079379,-0.0064075142,0.0046376623,-0.0073573678,0.0038859763,0.0045738691,0.0008617085,0.0028438943,-0.0045220358,-0.0028979413,0.0053347237,-0.0012463536,0.0071544778,-0.0001992744,-0.0057865661,0.0071269926,-0.0052482025,-0.0029851866,0.0065761926,0.0027804396,0.0050303987,-0.0033944179,-0.0036646065,0.0069699055,-0.0047142757,-0.0007396915,0.007857671,-0.0061975708,-0.0034470209,0.0054176357,-0.00357461,-0.0042892774,0.0078180051,0.0035725501,-0.0019435089,0.0027951715,-0.0039578499,-0.0061231479,-0.0055320449,-0.0042705061,-0.0032143858,0.0039641648,0.0044297078,0.0006217801,-0.0005832203,0.0035363936,0.0071679107,-0.0021183004,0.0042587644,0.0034894801,0.0012132148,0.0030084057,0.00364946481,0.00769731868,0.00343420659,0.00438168272,-0.00698074698,-0.00374138379,-0.00631485553,-0.00155662757,-0.00359518384,2.04810476e-05,-0.0010170968,0.00659224251,0.00686605321,0.00284415809,0.00350821461,0.00367061095,-0.00680667767,0.000102537546,-0.00350768561,-0.00252084527,-0.00481282827,-0.0020445534,0.00666153897,-0.00305465981,0.00696235988,-0.00616524788,-0.00490050158,0.0050717257,-0.00493859965,0.00733767077,0.00514963921
